Year,Season,Zone,ID,Station_ID,Species,Numbers,Length,Mort,Injury,Microsporidian
1996,Fall,NW,6,NW6,TW,21,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,30,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,12,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,40,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,61,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,25,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,15,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,75,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,8,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,43,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,60,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,103,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,27,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,29,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,9,NA,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,16,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,39,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,21,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,40,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,16,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,26,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,16,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,41,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,38,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,16,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,15,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,35,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,39,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,35,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,34,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,23,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,39,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,15,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,21,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,17,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,TW,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,150,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,200,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,150,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,75,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,150,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,75,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,25,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,100,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,25,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,50,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,75,NA,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,18,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,30,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,30,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,21,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,21,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,26,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,16,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,30,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,26,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,25,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,28,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,26,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,31,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,22,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,24,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,19,NA,NA,NA
1996,Fall,NW,6,NW6,SB,1,20,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,85,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,58,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,58,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,58,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,53,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,82,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,70,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,46,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,57,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,54,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,49,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,53,NA,NA,NA
1996,Fall,NW,6,NW6,PSC,1,86,NA,NA,NA
1996,Fall,NW,7,NW7,TW,31,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,32,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,125,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,30,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,110,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,33,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,75,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,70,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,154,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,15,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,68,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,29,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,42,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,44,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,94,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,50,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,25,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,55,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,30,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,57,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,65,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,97,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,10,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,60,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,14,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,80,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,16,NA,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,29,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,31,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,22,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,24,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,32,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,33,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,27,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,22,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,24,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,29,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,17,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,21,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,19,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,20,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,27,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,29,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,25,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,22,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,22,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,27,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,26,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,27,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,16,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,32,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,30,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,16,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,18,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,21,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,24,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,17,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,25,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,23,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,17,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,18,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,14,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,24,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,20,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,24,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,20,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,16,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,22,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,17,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,19,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,25,NA,NA,NA
1996,Fall,NW,7,NW7,TW,1,25,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,17,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,21,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,16,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,19,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,16,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,26,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,20,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,14,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,15,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,36,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,18,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,18,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,18,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,19,NA,NA,NA
1996,Fall,NW,7,NW7,SB,1,21,NA,NA,NA
1996,Fall,NW,8,NW8,TW,3,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,3,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,34,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,16,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,40,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,14,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,12,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,17,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,54,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,7,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,29,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,5,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,17,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,8,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,59,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,6,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,10,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,18,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,25,NA,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,40,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,29,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,21,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,39,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,38,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,40,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,37,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,28,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,30,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,26,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,37,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,37,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,41,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,34,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,22,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,31,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,38,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,26,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,27,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,37,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,40,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,24,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,15,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,22,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,32,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,24,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,30,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,24,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,25,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,37,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,29,NA,NA,NA
1996,Fall,NW,8,NW8,TW,1,24,NA,NA,NA
1996,Fall,NW,8,NW8,SB,25,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,25,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,100,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,4,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,3,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,100,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,25,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,23,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,75,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,20,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,25,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,50,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,50,NA,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,19,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,25,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,28,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,26,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,30,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,18,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,17,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,19,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,43,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,32,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,42,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,32,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,31,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,25,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,35,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,15,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,23,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,36,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,30,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,23,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,16,NA,NA,NA
1996,Fall,NW,8,NW8,SB,1,20,NA,NA,NA
1996,Fall,NW,8,NW8,PSC,1,43,NA,NA,NA
1996,Fall,E,10,E10,SB,2,NA,NA,NA,NA
1996,Fall,E,10,E10,SB,1,19,NA,NA,NA
1996,Fall,E,10,E10,SB,1,20,NA,NA,NA
1996,Fall,E,10,E10,SB,1,18,NA,NA,NA
1996,Fall,E,10,E10,SB,1,20,NA,NA,NA
1996,Fall,E,10,E10,SB,1,16,NA,NA,NA
1996,Fall,E,10,E10,SB,1,17,NA,NA,NA
1996,Fall,E,10,E10,SB,1,51,NA,NA,NA
1996,Fall,E,10,E10,SB,1,47,NA,NA,NA
1996,Fall,E,10,E10,SB,1,17,NA,NA,NA
1996,Fall,E,10,E10,SB,1,27,NA,NA,NA
1996,Fall,E,10,E10,SB,1,16,NA,NA,NA
1996,Fall,E,10,E10,SB,1,16,NA,NA,NA
1996,Fall,E,10,E10,SB,1,20,NA,NA,NA
1996,Fall,E,10,E10,SB,1,18,NA,NA,NA
1996,Fall,E,10,E10,SB,1,58,NA,NA,NA
1996,Fall,E,10,E10,SB,1,19,NA,NA,NA
1996,Fall,E,10,E10,SB,1,16,NA,NA,NA
1996,Fall,E,10,E10,SB,1,19,NA,NA,NA
1996,Fall,E,10,E10,SB,1,16,NA,NA,NA
1996,Fall,E,10,E10,SB,1,22,NA,NA,NA
1996,Fall,E,10,E10,SB,1,20,NA,NA,NA
1996,Fall,E,10,E10,TW,23,NA,NA,NA,NA
1996,Fall,E,10,E10,TW,1,18,NA,NA,NA
1996,Fall,E,10,E10,TW,1,17,NA,NA,NA
1996,Fall,E,10,E10,TW,1,19,NA,NA,NA
1996,Fall,E,10,E10,TW,1,19,NA,NA,NA
1996,Fall,E,10,E10,TW,1,17,NA,NA,NA
1996,Fall,E,10,E10,TW,1,17,NA,NA,NA
